GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0,0.02760,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH13,Other Group 1 (postneonatal only),,0.1,0.09738,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomalies,,0.2,0.23077,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH3,Diarrhoeal diseases,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH5,Tetanus,,0,0.01183,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH6,Measles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitis,,0,0.00356,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infections,,0.1,0.05445,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH10,Prematurity,,0.3,0.34895,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH13,Other Group 1 (postneonatal only),,0.1,0.05133,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH15,Congenital anomalies,,0.2,0.23355,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH16,Other noncommunicable diseases (postneonatal only),,0.2,0.20512,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH17,Injuries,,0.2,0.20212,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDS,,0,0.00074,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseases,,0,0.03345,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH7,Meningitis/encephalitis,,0,0.00755,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH9,Acute lower respiratory infections,,0.1,0.06173,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH10,Prematurity,,0.1,0.08227,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth trauma,,0,0.03102,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0,0.01318,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH17,Injuries,,0,0.01003,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDS,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH3,Diarrhoeal diseases,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH5,Tetanus,,0,0.01353,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH6,Measles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitis,,0,0.00325,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,DAYS0-27,0-27 days,,,,,,,,CH8,Malaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH10,Prematurity,,0,0.00861,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth trauma,,0,0.00662,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH13,Other Group 1 (postneonatal only),,0,0.04932,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH15,Congenital anomalies,,0.2,0.24348,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,LKA,Sri Lanka,,MONTHS1-59,1-59 months,,,,,,,,CH16,Other noncommunicable diseases (postneonatal only),,0.2,0.21718,,,,,
